id,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
SPTLC2,0.053742,,,0.48769,,,,,0.94852,,,0.04067,,,,,,0.94837,,0.00072861
PI4KB,0.52529,,,0.49525,,,,,0.6099,,,0.0093989,,,,,,0.93317,,0.0054027
ARL2,0.27076,,,0.7162,,,,,0.84385,,,1.9194e-06,,,,,,0.79634,,0.00049301
EXOC3,0.6383,,,0.026677,,,,,0.67381,,,0.00029751,,,,,,0.97926,,0.0090686
TAF1D,0.54967,,,0.99675,,,,,0.93905,,,0.039501,,,,,,0.52142,,0.082169
KLF16,0.21899,,,0.67887,,,,,0.56754,,,0.026571,,,,,,0.89144,,0.00096588
TFB2M,0.30856,,,0.59733,,,,,0.52703,,,0.18456,,,,,,0.71834,,0.25203
SNRPB,0.0014583,,,0.0033374,,,,,0.31869,,,5.2373e-05,,,,,,0.17833,,0.0022824
PIK3C3,0.69849,,,0.76561,,,,,0.99868,,,0.00029422,,,,,,0.093827,,0.0012677
RSL1D1,0.23669,,,0.13706,,,,,0.83932,,,0.25765,,,,,,0.58232,,0.00092339
BAZ1B,0.8479,,0.67498,0.15363,,0.87167,,,0.9293,,,0.00076969,,,,,,0.014213,,0.21462
WDR82,0.70248,,,0.86844,,,,,0.71369,,,0.00043078,,,,,,0.42333,,0.00069385
CMTR1,,,,0.8073,,,,,0.4395,,,0.00097754,,,,,,0.72794,,0.012375
TBC1D10B,0.88983,,,0.0025645,,,,,0.57965,,,0.14707,,,,,,0.58887,,0.093989
KIF4A,0.58121,0.98447,,0.71702,,,,,0.3137,0.97071,,0.8132,,,,0.72895,,0.12328,0.61311,0.091071
SNRNP48,0.043818,,,0.9113,,,,,0.85728,,,0.0019329,,,,,,0.70597,,0.010411
PRKCE,0.96545,,,0.70951,,,,,0.16318,,,0.13415,,,,,,0.78608,,0.0029787
GEMIN4,0.8135,,,0.63572,,,,,0.99004,,,0.011952,,,,,,0.2985,,0.020212
NUBP2,0.061944,,,0.54663,,,,,0.79473,,,0.061338,,,,,,0.55869,,0.00075069
PMVK,0.55529,,,0.33473,,,,,0.29084,,,0.17081,,,,,,0.3474,,0.19233
PTGDS,0.085072,,,0.19843,,,,,0.58768,,,0.98471,,,,,,0.17218,,0.39089
CRCP,0.31662,,,0.34322,,,,,0.60814,,,0.0007335,,,,,,0.36517,,0.0002872
POLA2,0.64958,,,0.4746,,,,,0.54422,,,6.0599e-05,,,,,,0.0048847,,0.011688
RNF20,0.9314,,,0.86495,,,,,0.99803,,,5.4567e-05,,,,,,0.2986,,0.00067399
KCMF1,0.39115,,,0.76923,,,,,0.85877,,,0.015564,,,,,,0.043105,,0.1905
ZNF236,0.63192,,,0.61266,,,,,0.9752,,,0.0063525,,,,,,0.41946,,0.023565
FAM89B,0.53339,,,0.45933,,,,,0.51634,,,0.0025164,,,,,,0.81196,,0.01267
AHCYL1,0.90219,,,0.73958,,,,,0.79849,,,0.21899,,,,,,0.26275,,0.22115
NOP2,0.5149,,,0.29151,,,,,0.82252,,,2.3307e-05,,,,,,0.73028,,0.010888
PIK3CB,0.13241,,,0.5934,,,,,0.76889,,,0.017162,,,,,,0.97489,,0.011343
NFYA,0.53305,,,0.614,,,,,0.14401,,,0.095068,,,,,,0.35299,,0.0028794
MRPL11,0.7085,,,0.97776,,,,,0.92289,,,0.18031,,,,,,0.81747,,0.12485
TPR,0.49441,,,0.0019139,,,,,0.65232,,,9.7891e-05,,,,,,0.61662,,0.0024915
CIAO3,0.79557,,,0.078828,,,,,0.30354,,,0.00012531,,,,,,0.76063,,0.025038
CLTC,0.99381,,,0.65196,,,,,0.70832,,,4.1953e-05,,,,,,0.039136,,0.0050606
MCPH1,0.85971,,,0.62583,,,,,0.3669,,,0.010978,,,,,,0.62075,,0.016462
FAM98B,0.009231,0.0060628,,0.31205,,,,,0.98158,0.0040137,,0.04621,,,,0.48798,,0.95037,0.18849,0.002283
YTHDF2,0.26414,,,0.44157,,,,,0.55915,,,0.00066879,,,,,,0.1292,,0.01884
CNOT3,0.68893,,,0.17978,,,,,0.84814,,,0.0001105,,,,,,0.18732,,0.00038265
ALG12,0.99076,,,0.97097,,,,,0.65624,,,0.010145,,,,,,0.43503,,0.00098133
DDX20,0.99961,,,0.035601,0.79774,,0.24326,0.65454,0.12496,,0.79802,0.00258,0.66688,0.60526,0.46976,,0.045836,0.97627,,0.026278
RBM22,0.56138,,,0.61746,,,,,0.86105,,,0.00064411,,,,,,0.38029,,0.0093363
SMC4,0.32344,,,0.5758,,,,,0.76835,,,1.371e-06,,,,,,0.22138,,5.4901e-05
RNPC3,0.86601,,,0.9869,,,,,0.84272,,,0.0010137,,,,,,0.43602,,0.00073137
MSTO1,0.97473,0.0012251,,0.49443,,,,,0.90054,0.0044899,,0.00023445,,,,0.54179,,0.48514,0.78463,0.0003043
RPLP2,0.2637,,,0.15075,,,,,0.98046,,,0.00014505,,,,,,0.19752,,0.0019949
WEE1,0.15331,,,0.41327,0.29543,,0.034718,0.92757,0.67489,,4.4669e-05,2.2759e-05,0.0025561,0.85766,0.051583,,4.4669e-05,0.082334,,7.4213e-05
SMG5,0.74382,,,0.63473,,,,,0.62947,,,0.0017009,,,,,,0.54379,,0.027827
PAXBP1,0.93371,,,0.93085,,,,,0.51907,,,0.00013463,,,,,,0.69729,,0.00070599
BRF1,0.38672,,,0.24168,,,,,0.91805,,,3.8663e-05,,,,,,0.79986,,0.0036436
PRPF4,0.86108,,,0.32986,,,,,0.89795,,,4.6615e-06,,,,,,0.39074,,0.0041816
MRPL34,0.72635,,,0.99791,,,,,0.98475,,,0.14798,,,,,,0.52665,,0.24553
GOSR2,0.4109,,,0.63272,,,,,0.99197,,,2.8792e-05,,,,,,0.76648,,6.8971e-06
FAM120A,0.87821,,,0.041952,,,,,0.14703,,,0.015287,,,,,,0.95738,,0.0067413
UXT,0.79329,,,0.31733,,,,,0.93282,,,5.8954e-05,,,,,,0.70361,,6.0971e-05
CENPA,0.52798,,,0.41106,,,,,0.67186,,,0.30086,,,,,,0.025247,,0.085871
UTP11,0.21122,,,0.55779,,,,,0.47341,,,0.0020146,,,,,,0.33668,,0.00064971
PSMD7,0.90242,,,0.57502,,,,,0.94368,,,0.0001138,,,,,,0.94765,,0.0029136
EIF3D,0.69576,,,0.77574,,,,,0.74226,,,1.9194e-06,,,,,,0.09266,,0.0019127
MVD,0.36759,,,0.52201,,,,,0.99968,,,0.43524,,,,,,0.19745,,0.071201
COPS6,0.10546,,,0.17245,,,,,0.45843,,,0.0045619,,,,,,0.018785,,0.0092546
RHEB,0.10676,0.66069,,0.46211,,,,,0.96287,0.776,,0.038381,,,,0.96913,,0.33329,0.69423,0.018934
VARS1,0.12647,3.1332e-06,,0.22567,,,,,0.26811,9.0864e-05,,1.0694e-05,,,,0.39783,,0.35336,0.43855,0.0040762
ANKRD52,0.43475,0.22661,,0.96502,,,,,0.99598,0.7099,,0.0083323,,,,0.66507,,0.98156,0.99748,0.00093829
PRPF19,0.0034899,3.1332e-06,,0.95722,0.72388,,0.0068046,0.93735,0.62718,1.5666e-05,0.89419,3.7018e-05,0.0012061,0.96489,0.00015386,0.78285,2.4816e-05,0.12716,0.8059,0.022203
TAF5,0.57791,,,0.18529,,,,,0.96224,,,0.015873,,,,,,0.92757,,0.0013554
TONSL,0.11288,,,0.20125,0.00063034,,0.0028638,0.44302,0.99964,,0.99991,1.9469e-05,1.489e-05,0.37383,0.22038,,3.4743e-05,0.0091772,,0.013074
MRPL44,0.049566,,,0.98013,,,,,0.62202,,,0.47829,,,,,,0.13479,,0.23541
PNN,0.75891,,,0.23301,,,,,0.70788,,,5.7857e-05,,,,,,0.26342,,0.00052391
GTF2H1,0.83605,,,0.82174,0.50228,,0.38238,0.055058,0.20871,,0.79157,1.371e-06,0.13226,0.58303,0.23316,,0.17325,0.39865,,0.032261
PRELID3B,0.3195,,,0.32193,,,,,0.99535,,,0.0012973,,,,,,0.46184,,0.00042459
PRPF38A,0.2009,,,0.95383,,,,,0.87664,,,1.371e-06,,,,,,0.823,,0.0027282
DNA2,,,,0.32757,0.27202,,0.087895,0.37647,0.88089,,0.62516,0.041768,0.030648,0.95441,0.0008785,,0.0059113,0.73991,,0.0013245
RBM27,0.2438,,,0.52847,,,,,0.90877,,,0.034167,,,,,,0.87267,,0.31016
CCNK,0.66072,,,0.92149,,,,,0.62418,,,0.002291,,,,,,0.9941,,0.0038737
POC1A,0.47768,,,0.093368,,,,,0.87715,,,0.039521,,,,,,0.37096,,0.050646
PRPF31,0.40854,,,0.9718,,,,,0.94652,,,0.00019715,,,,,,0.006811,,0.073681
WTAP,0.1911,,,0.043877,,,,,0.14522,,,0.066671,,,,,,0.08336,,0.054839
TTF1,0.16826,,,0.89607,,,,,0.98888,,,0.0042367,,,,,,0.51247,,0.0088943
DCAF13,0.90851,,,0.99134,,,,,0.98462,,,0.016181,,,,,,0.52828,,0.0097937
NLE1,0.99619,,,0.76012,,,,,0.94466,,,6.3067e-06,,,,,,0.40338,,0.00030485
TEAD3,0.25693,,,0.81143,,,,,0.86497,,,0.0027056,,,,,,0.84764,,0.0069355
MED8,0.72668,,,0.83345,,,,,0.93309,,,0.00033042,,,,,,0.44113,,0.012036
SDAD1,0.35018,,,0.58153,,,,,0.87293,,,0.0015435,,,,,,0.30874,,0.0019431
RFC3,0.29745,,,0.24721,0.14399,,4.9633e-06,0.11003,0.92454,,0.49703,2.2759e-05,0.0032013,0.25136,4.9633e-06,,0.00067004,0.42348,,0.0030709
IWS1,0.93845,,,0.74431,,,,,0.97686,,,0.0024709,,,,,,0.93923,,0.0058904
AARS1,0.94295,,,0.85968,0.32122,,0.050511,0.19951,0.99866,,0.67415,8.5004e-06,0.00028291,0.65309,0.00017371,,5.4596e-05,0.073228,,0.0057646
ELOB,0.81518,0.0024909,,0.035812,0.5574,,0.012006,0.20822,0.98869,0.00027259,0.50705,0.002025,0.0010274,0.71456,0.0015734,0.0011562,0.0058418,0.062904,3.1352e-06,0.0048001
LSM11,0.43909,,,0.64358,,,,,0.56493,,,0.0001297,,,,,,0.48642,,0.00090187
TRMT6,0.58005,0.10476,,0.90031,,,,,0.99387,0.083786,,0.0051252,,,,0.095297,,0.029973,0.98036,0.0052013
GTF3C1,0.89499,,,0.06546,,,,,0.56497,,,0.00038471,,,,,,0.051302,,0.0017952
PAK4,0.10357,,,0.24749,,,,,0.13938,,,0.071405,,,,,,0.92949,,0.024859
UBR4,0.99758,,,0.15908,,,,,0.79841,,,5.0179e-05,,,,,,0.052885,,0.028611
INTS8,0.40452,0.084995,,0.9257,,,,,0.075419,0.15945,,1.371e-06,,,,0.50945,,0.90695,0.58087,0.0001167
KARS1,0.85402,,,0.65586,,,,,0.94413,,,3.5647e-06,,,,,,0.15359,,0.0015232
FOSL1,0.49381,0.99971,,0.17243,,,,,0.64953,0.4068,,0.0011031,,,,0.93172,,0.27226,3.1352e-06,0.0016826
MEAF6,0.27547,,,0.9984,,,,,0.97777,,,0.0026584,,,,,,0.12805,,0.027203
ITGA5,0.054088,,,0.28343,,,,,0.83231,,,0.16431,,,,,,0.97994,,0.62118
RNH1,0.83765,,,0.40364,,,,,0.27009,,,0.69165,,,,,,0.59125,,0.0062121
FARSB,0.10489,,,0.87101,,,,,0.65629,,,6.3341e-05,,,,,,0.023296,,0.0011971
SNRPD3,,,,0.52905,,,,,0.75091,,,0.0059187,,,,,,0.17397,,0.00048528
FEN1,0.59568,,,0.68721,0.95671,,0.012512,0.98078,0.99999,,0.98389,0.0051005,0.10075,0.12305,0.042193,,0.0024469,0.00067018,,0.0058518
PNPT1,0.0065864,,,0.60623,,,,,0.87961,,,0.016958,,,,,,0.029983,,0.16229
DSN1,0.6164,,,0.21524,,,,,0.41803,,,0.0020491,,,,,,0.76207,,0.0049403
MAP3K2,0.0352,,,0.47941,,,,,0.91803,,,0.0041287,,,,,,0.98602,,0.0037578
AURKA,0.59991,,,0.54698,,,,,0.93034,,,2.8792e-05,,,,,,0.25818,,0.0005228
PRELID1,0.58129,0.010531,,0.92168,,,,,0.68892,0.0054236,,0.00077463,,,,0.074831,,0.23219,0.38878,0.00083897
RAB7A,0.80932,0.94401,,0.7828,,,,,0.71224,0.94445,,0.00083495,,,,0.84136,,0.95795,0.85682,0.0037959
SUPT6H,0.47937,,,0.48341,,,,,0.50579,,,1.371e-06,,,,,,0.91293,,0.004884
RAD23B,0.94156,,,0.54223,0.99101,,0.15085,0.9685,0.98983,,0.15952,0.16677,0.99795,0.054244,0.92862,,0.97689,0.27249,,0.13746
U2AF2,0.67863,,,0.034074,,,,,0.24974,,,0.026331,,,,,,0.37654,,0.052027
RBM17,0.25881,0.0059688,,0.17268,,,,,0.89998,0.014905,,2.6598e-05,,,,0.67443,,0.87029,0.30796,0.00092725
SNAPC2,0.15598,0.47951,,0.60233,,,,,0.96463,0.3139,,6.389e-05,,,,0.27039,,0.35537,0.73619,0.028835
C19orf25,0.60673,,,0.54786,,,,,0.97595,,,0.014991,,,,,,0.0089395,,0.00030154
MRPS30,0.65147,,,0.99609,,,,,0.64111,,,0.82207,,,,,,0.67358,,0.094863
NDUFAB1,0.19634,,,0.98013,,,,,0.069389,,,3.5921e-05,,,,,,0.66469,,0.0023006
NCAPD2,0.89076,,,0.91542,,,,,0.81935,,,0.00017522,,,,,,0.068964,,0.0014299
UBA52,0.0018701,,,0.46116,,,,,0.95087,,,9.0488e-06,,,,,,,,0.00050184
MAK16,0.19059,2.1933e-05,,0.61731,,,,,0.9459,5.9531e-05,,5.4567e-05,,,,0.058156,,0.17589,0.65751,0.0010387
ARHGEF7,0.74069,,,0.59638,,,,,0.69275,,,0.00067756,,,,,,0.6962,,0.025713
PSMD1,0.17091,,,0.83936,,,,,0.98123,,,5.2373e-05,,,,,,0.13031,,0.035338
TNPO3,0.90055,,,0.0012475,,,,,0.30496,,,0.00060023,,,,,,0.35664,,0.0024077
SEM1,0.31106,,,0.067633,0.3964,,0.027124,0.4742,0.79482,,0.99659,0.00055581,0.082236,0.10087,0.0055241,,0.011331,0.42993,,0.16141
PPP1CA,0.36736,,,0.91458,,,,,0.94363,,,0.014358,,,,,,0.89878,,0.0015199
ERCC3,0.73347,,,0.083502,0.44828,,0.75958,0.49772,0.4086,,0.34647,0.00029203,0.43158,0.98203,0.50242,,0.22008,0.27197,,0.018601
