id,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
PRELID3B,0.988747,,,0.99114,,,,,0.220126,,,0.021516,,,,,,1.0,,0.016782
PRPF38A,0.981003,,,0.999227,,,,,0.999991,,,0.000399,,,,,,1.0,,0.058385
DNA2,,,,0.999227,0.999995,,0.29907,0.999995,0.999991,,0.518423,0.348468,0.138217,0.927263,0.009504,,0.034861,0.996448,,0.035421
RBM27,0.982852,,,0.998528,,,,,0.999991,,,0.300901,,,,,,1.0,,1.0
CCNK,0.990958,,,0.999227,,,,,1.0,,,0.034014,,,,,,0.635526,,0.074709
POC1A,0.99971,,,0.980903,,,,,0.999991,,,0.333918,,,,,,1.0,,0.493472
PRPF31,0.999956,,,0.999227,,,,,0.626133,,,0.005144,,,,,,0.495955,,0.650017
WTAP,0.979467,,,0.979408,,,,,0.922097,,,0.513296,,,,,,0.928057,,0.52566
TTF1,0.99971,,,0.999227,,,,,0.398563,,,0.056492,,,,,,0.920992,,0.138181
DCAF13,0.969064,,,0.87016,,,,,0.683679,,,0.164948,,,,,,1.0,,0.148302
NLE1,0.684047,,,0.991032,,,,,0.999991,,,0.000785,,,,,,0.557815,,0.013955
TEAD3,0.984922,,,0.999227,,,,,0.999991,,,0.038984,,,,,,0.768949,,0.114175
MED8,0.99971,,,0.999227,,,,,0.082716,,,0.007401,,,,,,1.0,,0.172808
SDAD1,0.994057,,,0.998528,,,,,0.941754,,,0.024925,,,,,,0.985201,,0.045937
RFC3,0.987882,,,0.999227,0.675869,,0.000761,0.50113,0.976876,,0.65762,0.001593,0.031332,0.971663,0.000176,,0.00782,0.662049,,0.06312
IWS1,0.958212,,,0.999979,,,,,0.486135,,,0.036267,,,,,,0.826416,,0.099734
AARS1,0.97014,,,0.999227,0.999995,,0.203817,0.771939,0.199452,,0.111595,0.000903,0.007655,0.999995,0.002755,,0.001932,0.902366,,0.098609
ELOB,0.975881,0.019679,,0.977409,0.999995,,0.081218,0.791596,0.42804,0.003589,0.787942,0.030619,0.016879,0.999995,0.01477,0.166067,0.034861,0.888474,0.000171,0.087004
LSM11,0.99971,,,0.999227,,,,,0.905021,,,0.003824,,,,,,1.0,,0.027711
TRMT6,0.999956,0.402725,,0.991175,,,,,0.470219,0.326477,,0.06567,,,,0.954661,,0.756398,0.875331,0.09195
GTF3C1,0.931112,,,0.980903,,,,,0.7619,,,0.008259,,,,,,0.856422,,0.04359
PAK4,0.99971,,,0.99114,,,,,0.919748,,,0.542801,,,,,,1.0,,0.294438
UBR4,0.768229,,,0.989391,,,,,0.999991,,,0.002386,,,,,,0.864345,,0.326793
INTS8,0.996161,0.337417,,0.985696,,,,,0.859983,0.537176,,0.000399,,,,0.999997,,0.95846,0.999997,0.008117
KARS1,0.992921,,,0.999979,,,,,0.19058,,,0.000631,,,,,,0.976024,,0.039157
FOSL1,0.999956,0.000248,,0.99114,,,,,0.999991,0.999997,,0.01886,,,,0.188366,,1.0,0.000171,0.041819
MEAF6,0.987882,,,0.576733,,,,,0.999991,,,0.038427,,,,,,0.962588,,0.315097
ITGA5,0.946154,,,0.999227,,,,,0.999991,,,0.937277,,,,,,0.975472,,1.0
RNH1,0.856386,,,0.994214,,,,,0.983334,,,0.958639,,,,,,0.978778,,0.10379
FARSB,0.969001,,,0.999227,,,,,0.189608,,,0.002541,,,,,,0.732234,,0.033303
SNRPD3,,,,0.966779,,,,,0.999991,,,0.074361,,,,,,0.984782,,0.018567
FEN1,0.990958,,,0.999227,0.865225,,0.083416,0.47863,0.010809,,0.305046,0.065401,0.326371,0.622033,0.198048,,0.01876,0.139592,,0.099437
PNPT1,0.877537,,,0.999227,,,,,0.124436,,,0.171712,,,,,,0.756398,,1.0
DSN1,0.999956,,,0.99114,,,,,1.0,,,0.030906,,,,,,0.95846,,0.088797
MAP3K2,0.94463,,,0.999227,,,,,0.999991,,,0.055255,,,,,,0.930783,,0.073374
AURKA,0.999956,,,0.998528,,,,,0.39853,,,0.001817,,,,,,1.0,,0.019343
PRELID1,0.916149,0.060725,,0.997472,,,,,0.999991,0.037917,,0.014388,,,,0.961241,,1.0,0.999997,0.026205
RAB7A,0.99971,0.259282,,0.999227,,,,,0.953454,0.097808,,0.015242,,,,0.999997,,0.783933,0.999997,0.073802
SUPT6H,0.969064,,,0.999227,,,,,0.999991,,,0.000399,,,,,,0.954504,,0.088079
RAD23B,0.927693,,,0.996812,0.226027,,0.441977,0.836636,0.575432,,0.889063,0.942089,0.086256,0.324053,0.999995,,0.608174,1.0,,0.94142
U2AF2,0.99971,,,0.977409,,,,,0.978279,,,0.243946,,,,,,1.0,,0.50468
RBM17,0.986361,0.038107,,0.99114,,,,,0.999991,0.084853,,0.001746,,,,0.863429,,1.0,0.999997,0.028345
SNAPC2,0.975311,0.999997,,0.999226,,,,,0.846564,0.923585,,0.002558,,,,0.999997,,0.982209,0.999997,0.328805
C19orf25,0.99971,,,0.999227,,,,,0.877406,,,0.155099,,,,,,0.554781,,0.013946
MRPS30,0.999956,,,0.477202,,,,,0.999991,,,1.0,,,,,,0.944005,,0.757886
NDUFAB1,0.981003,,,0.958458,,,,,0.851044,,,0.002059,,,,,,1.0,,0.051912
NCAPD2,0.945323,,,0.999979,,,,,0.338427,,,0.004707,,,,,,0.894958,,0.03724
UBA52,0.877537,,,0.999227,,,,,0.930179,,,0.00095,,,,,,,,0.018899
MAK16,0.945323,0.00051,,0.999979,,,,,0.486327,0.00112,,0.002386,,,,0.892098,,0.984898,0.153001,0.030208
ARHGEF7,0.99971,,,0.998528,,,,,0.999991,,,0.012809,,,,,,1.0,,0.302353
PSMD1,0.793492,,,0.999979,,,,,0.727125,,,0.002386,,,,,,0.967195,,0.380787
TNPO3,0.785156,,,0.703125,,,,,0.989371,,,0.01169,,,,,,0.608532,,0.053337
SEM1,0.987882,,,0.980903,0.999995,,0.132736,0.999995,1.0,,0.120434,0.011027,0.290991,0.527268,0.039305,,0.054867,1.0,,1.0
PPP1CA,0.995835,,,0.999979,,,,,0.999991,,,0.149747,,,,,,0.946156,,0.039128
ERCC3,0.999956,,,0.980903,0.921139,,0.999995,0.999995,1.0,,0.738149,0.006883,0.960327,0.999995,0.999995,,0.617288,1.0,,0.240128
