id,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
INO80B,-0.79157,,,-1.0443,,,,,1.0011,,,-0.86128,,,,,,0.06791,,-0.66912
SMG6,-3.745,,,-0.11377,,,,,0.55169,,,-0.85431,,,,,,0.64162,,-0.86598
MASTL,1.1238,,,2.2368,,,,,2.031,,,-3.0864,,,,,,1.5194,,-6.4653
INTS11,-0.63226,-1.9323,,1.298,,,,,0.84423,-1.6642,,-4.351,,,,-0.0081352,,0.057234,0.19125,-0.92192
NUP54,0.11919,,,-0.72443,,,,,0.93522,,,-1.0218,,,,,,-0.061776,,-1.2472
URI1,-0.1763,,,0.2947,,,,,1.1435,,,-0.9082,,,,,,-0.017381,,-0.98517
TUBGCP3,1.0019,,,0.35989,,,,,0.75359,,,-2.0696,,,,,,-0.72152,,-2.0319
RAD51D,1.2496,-1.5893,,1.5766,-0.68395,,-0.18777,-0.74088,2.0484,-1.0903,0.0028765,-1.4346,-1.6581,-0.18152,0.038662,-0.16385,-0.74432,-0.84958,-0.054331,-1.8849
NEPRO,-0.49369,,,0.58914,,,,,1.0399,,,-2.2738,,,,,,-0.050127,,-5.1333
MRPL50,2.1532,-1.3076,,1.7777,,,,,0.1578,-0.98995,,-0.21913,,,,-0.043158,,-0.049511,0.067898,-0.68444
VRK1,0.086539,,,-0.35147,,,,,1.6938,,,-1.3082,,,,,,-1.1538,,-2.9074
GPKOW,0.18711,,,0.35093,,,,,0.33714,,,-2.4952,,,,,,-0.50365,,-1.8518
POMP,-0.15384,,,-0.10119,,,,,1.3847,,,-1.0327,,,,,,-0.46597,,-1.7936
SPTLC2,-1.6884,,,0.071079,,,,,0.88085,,,-0.22626,,,,,,0.45929,,-2.1914
PI4KB,-0.214,,,0.0070554,,,,,0.42753,,,-1.2582,,,,,,0.45745,,-1.9441
ARL2,-0.32194,,,0.84828,,,,,0.46381,,,-2.6457,,,,,,0.026419,,-3.3368
EXOC3,-0.2515,,,0.71472,,,,,0.47016,,,-1.1773,,,,,,0.50705,,-1.4962
TAF1D,-0.34493,,,1.3334,,,,,1.3448,,,-0.6637,,,,,,-0.15882,,-0.75293
KLF16,-0.85418,,,-0.21808,,,,,-0.036701,,,-0.68091,,,,,,0.21918,,-3.0189
TFB2M,-0.14094,,,0.12422,,,,,-0.054859,,,-0.12561,,,,,,-0.067037,,-0.43695
SNRPB,-2.1059,,,-2.0595,,,,,0.62139,,,-3.6861,,,,,,-0.26171,,-2.2912
PIK3C3,0.028179,,,0.46764,,,,,1.686,,,-1.2888,,,,,,-0.24388,,-2.0441
RSL1D1,-0.045147,,,-0.068259,,,,,0.20715,,,0.023352,,,,,,-0.15571,,-2.3327
BAZ1B,-0.15725,,0.19222,-1.1996,,0.73364,,,0.40261,,,-0.48007,,,,,,-0.99309,,-0.46627
WDR82,0.68694,,,0.38761,,,,,0.55008,,,-2.1313,,,,,,0.2748,,-3.9085
CMTR1,,,,0.62219,,,,,-0.42917,,,-0.87856,,,,,,0.4171,,-0.88808
TBC1D10B,0.038158,,,-0.91493,,,,,0.20302,,,-0.19143,,,,,,0.093886,,-0.72473
KIF4A,0.49519,0.50086,,0.53474,,,,,-0.25334,0.42614,,0.019204,,,,0.20832,,-0.45245,0.016545,-0.6581
SNRNP48,-0.68768,,,1.1889,,,,,0.62458,,,-1.5231,,,,,,0.15575,,-1.4832
PRKCE,0.27914,,,0.20701,,,,,-0.1299,,,-0.17873,,,,,,0.66688,,-1.9772
GEMIN4,0.12159,,,-0.22663,,,,,0.75635,,,-0.85121,,,,,,-0.41486,,-1.8822
NUBP2,-0.83876,,,-0.40827,,,,,0.85401,,,-0.38119,,,,,,0.53642,,-3.7141
PMVK,0.059923,,,0.45278,,,,,0.16215,,,-0.20216,,,,,,-0.30676,,-0.39709
PTGDS,-0.72029,,,-0.62925,,,,,-0.15965,,,0.16169,,,,,,0.065589,,-0.05752
CRCP,0.21967,,,-0.73951,,,,,0.032722,,,-2.179,,,,,,-0.27894,,-3.4627
POLA2,0.05283,,,0.30336,,,,,-0.2245,,,-2.0284,,,,,,-1.9631,,-2.1364
RNF20,2.3416,,,-0.16018,,,,,0.9958,,,-1.1405,,,,,,-0.49392,,-2.2568
KCMF1,-0.087037,,,0.95687,,,,,0.71811,,,-1.0792,,,,,,-0.47478,,-0.57322
ZNF236,0.4413,,,-0.27538,,,,,1.0046,,,-0.96217,,,,,,-0.010144,,-2.0314
FAM89B,0.49567,,,-0.34588,,,,,-0.23026,,,-0.32935,,,,,,0.6212,,-1.0477
AHCYL1,0.95029,,,0.057637,,,,,0.10344,,,-0.15619,,,,,,0.038189,,-0.45011
NOP2,2.4547,,,0.18239,,,,,0.13677,,,-1.6841,,,,,,-0.27848,,-1.367
PIK3CB,-0.30123,,,0.33089,,,,,-0.047503,,,-0.3635,,,,,,0.57921,,-1.7708
NFYA,1.0138,,,0.10751,,,,,-0.45505,,,-0.39401,,,,,,-0.010556,,-1.6758
MRPL11,0.16678,,,1.8314,,,,,0.056142,,,-0.24941,,,,,,0.28049,,-0.86954
TPR,-0.046737,,,-2.7304,,,,,0.45708,,,-1.5545,,,,,,-0.21831,,-2.5055
CIAO3,-0.025939,,,-0.30732,,,,,-0.90763,,,-2.7575,,,,,,0.0025573,,-2.1385
CLTC,1.8944,,,0.98815,,,,,0.1882,,,-2.182,,,,,,-2.0863,,-2.804
MCPH1,0.39426,,,-0.25501,,,,,1.9173,,,-0.73605,,,,,,0.049326,,-1.2125
FAM98B,-1.34,-1.5993,,-0.38317,,,,,1.2585,-2.1035,,-0.75793,,,,-0.033975,,0.87037,-0.24241,-2.6536
YTHDF2,-0.63009,,,0.31193,,,,,-0.15609,,,-0.45353,,,,,,-0.28227,,-0.9551
CNOT3,0.43486,,,0.46575,,,,,1.1296,,,-1.4319,,,,,,-1.3176,,-4.0881
ALG12,2.025,,,0.52911,,,,,0.0061445,,,-0.2493,,,,,,-0.24308,,-1.1233
DDX20,2.614,,,-2.0128,0.24336,,-0.37459,-0.081773,1.1801,,0.2068,-2.5699,-0.0073263,0.038092,-0.2694,,-0.87144,1.1149,,-2.499
RBM22,0.48793,,,-0.21789,,,,,0.97624,,,-1.5871,,,,,,-0.18143,,-1.431
SMC4,0.13372,,,-0.49164,,,,,1.6184,,,-2.7402,,,,,,0.33917,,-4.0484
RNPC3,0.30757,,,1.8819,,,,,0.42774,,,-1.5494,,,,,,-0.3583,,-3.9837
MSTO1,1.7185,-1.6916,,0.61575,,,,,1.0322,-1.5454,,-1.1221,,,,-0.013143,,-0.4392,0.23674,-2.2697
RPLP2,-0.53225,,,-1.4702,,,,,0.97595,,,-1.4736,,,,,,-1.1338,,-2.8426
WEE1,-0.95949,,,-0.63308,-0.5501,,-0.56001,0.37401,0.083746,,-0.62558,-2.761,-1.2436,0.035498,-0.76388,,-2.043,-0.91275,,-3.0613
SMG5,1.1418,,,2.0228,,,,,-0.036581,,,-1.4258,,,,,,-0.051189,,-2.2208
PAXBP1,1.058,,,1.0782,,,,,0.072618,,,-1.5436,,,,,,-0.14607,,-3.0867
BRF1,0.037325,,,-0.72083,,,,,0.44085,,,-2.0658,,,,,,-0.15875,,-1.5993
PRPF4,1.5332,,,-0.20062,,,,,0.23139,,,-2.7244,,,,,,-0.29521,,-2.7953
MRPL34,0.24772,,,1.8754,,,,,0.52946,,,-0.20253,,,,,,-0.17462,,-0.44806
GOSR2,0.23001,,,1.1975,,,,,0.68632,,,-2.2823,,,,,,0.49866,,-2.977
FAM120A,0.88928,,,-0.62067,,,,,-0.63253,,,-0.47483,,,,,,0.28568,,-1.3844
UXT,0.9432,,,-0.56033,,,,,1.1777,,,-1.6116,,,,,,0.019158,,-5.8932
CENPA,0.47032,,,-0.58852,,,,,0.5731,,,0.036332,,,,,,-1.5195,,-1.1482
UTP11,-0.28408,,,3.9623,,,,,1.0907,,,-1.8149,,,,,,-0.40095,,-3.0617
PSMD7,0.75577,,,-0.13811,,,,,0.27659,,,-2.5543,,,,,,0.84126,,-2.1714
EIF3D,0.12849,,,0.81403,,,,,0.17249,,,-2.5901,,,,,,-1.435,,-2.7998
MVD,0.030452,,,0.7405,,,,,1.3137,,,-0.12588,,,,,,-0.04455,,-0.68051
COPS6,-1.921,,,-1.059,,,,,-0.25277,,,-2.3771,,,,,,-1.2089,,-2.3304
RHEB,-1.7999,-0.30995,,-0.079781,,,,,1.477,-0.33669,,-1.1597,,,,0.12884,,-0.12589,0.13957,-2.0731
VARS1,-2.2434,-2.9891,,0.63146,,,,,-0.62688,-2.8029,,-2.9077,,,,-0.14571,,-0.56359,0.49702,-2.7148
ANKRD52,0.59987,-0.78412,,2.2143,,,,,0.8871,-0.0766,,-0.7232,,,,0.013098,,0.71661,0.24459,-2.2544
PRPF19,-3.9714,-3.2814,,1.2448,0.51797,,-1.1578,0.0055433,0.67643,-2.9196,0.4918,-3.0,-2.0406,0.12972,-1.6311,-0.082709,-2.7846,-0.65331,0.28732,-3.3291
TAF5,1.4831,,,-0.74107,,,,,0.98128,,,-1.3046,,,,,,0.27804,,-2.9661
TONSL,-0.75404,,,-1.4201,-0.97294,,-0.52178,-0.34998,2.4277,,0.35993,-2.4801,-2.6802,-0.10248,-0.53539,,-2.1104,-1.4415,,-1.7712
MRPL44,-1.8939,,,1.6811,,,,,0.10653,,,0.044061,,,,,,-0.40623,,-0.39118
PNN,-0.26319,,,-0.77575,,,,,0.45741,,,-1.4485,,,,,,-0.017049,,-1.9623
GTF2H1,0.67848,,,0.19127,-0.15408,,-0.12028,-0.68865,-0.1482,,0.10519,-1.9478,-0.4439,-0.036143,-0.37783,,-0.61426,0.33842,,-2.0112
PRELID3B,-0.40921,,,-0.17215,,,,,1.4851,,,-1.2164,,,,,,-0.38867,,-2.9306
PRPF38A,-1.0266,,,0.82788,,,,,0.45964,,,-3.9889,,,,,,-0.12336,,-3.342
DNA2,,,,0.18875,-0.40182,,-0.72397,-0.036925,0.53699,,0.20834,-0.93678,-1.4768,0.21806,-1.0886,,-1.6694,0.25299,,-5.4191
RBM27,-0.007453,,,-0.41557,,,,,0.26501,,,-0.2792,,,,,,0.14253,,-0.082784
CCNK,0.70574,,,0.66304,,,,,-0.18387,,,-1.2403,,,,,,1.1788,,-2.8541
POC1A,0.25631,,,-0.94945,,,,,0.11873,,,-0.30375,,,,,,-0.23548,,-0.58186
PRPF31,-0.57332,,,1.0916,,,,,1.0609,,,-1.4113,,,,,,-1.7725,,-1.2128
WTAP,-0.29904,,,-1.0308,,,,,-0.4955,,,-0.37542,,,,,,-0.92594,,-0.86062
TTF1,0.048746,,,0.16676,,,,,1.312,,,-1.3432,,,,,,0.50188,,-2.2101
DCAF13,0.69629,,,1.4557,,,,,0.97662,,,-1.7563,,,,,,-0.28788,,-3.7024
NLE1,3.4557,,,1.2171,,,,,0.52177,,,-3.4621,,,,,,0.31832,,-4.5426
TEAD3,-0.55441,,,0.10601,,,,,0.36623,,,-0.50931,,,,,,0.65881,,-1.7687
MED8,0.18531,,,0.31727,,,,,2.7464,,,-2.4402,,,,,,-0.18632,,-2.7324
SDAD1,-0.059184,,,-0.2481,,,,,0.75734,,,-1.3551,,,,,,0.21304,,-2.5565
RFC3,-0.97999,,,0.042641,-0.73682,,-2.1111,-0.82088,0.97656,,0.17463,-2.7738,-2.4979,-0.22778,-2.1052,,-2.2315,0.91398,,-4.8382
IWS1,0.79041,,,-0.09919,,,,,1.5692,,,-0.95974,,,,,,0.53586,,-1.4501
AARS1,0.76213,,,1.0542,-0.40983,,-1.3394,-1.0864,2.5004,,0.47584,-3.7406,-1.9283,-0.025897,-1.5868,,-2.2881,-0.87304,,-4.2937
ELOB,1.3597,-3.0502,,-2.1907,-0.36254,,-1.4623,-0.86357,1.3495,-3.6043,0.080904,-1.3734,-2.2712,0.014509,-1.0845,-0.42885,-1.2709,-1.3296,-1.5688,-2.7412
LSM11,0.31866,,,0.22588,,,,,0.35472,,,-1.0828,,,,,,0.0043153,,-2.0571
TRMT6,-0.48529,-1.0718,,0.82643,,,,,1.1131,-0.95215,,-1.2147,,,,0.065865,,-1.9323,0.023868,-4.313
GTF3C1,0.55094,,,-1.7428,,,,,0.9209,,,-1.3972,,,,,,-2.4714,,-3.2928
PAK4,0.40078,,,-0.47406,,,,,-0.0023206,,,-0.41907,,,,,,0.27539,,-1.304
UBR4,1.2714,,,-0.86791,,,,,0.031894,,,-1.3265,,,,,,-1.1735,,-1.9291
INTS8,0.39878,-1.015,,1.4892,,,,,-0.37131,-0.85655,,-2.7625,,,,-0.021756,,0.27624,-0.15188,-3.3676
KARS1,0.90285,,,-0.27342,,,,,2.343,,,-3.2728,,,,,,-0.86823,,-3.1677
FOSL1,-0.41762,1.5524,,-0.88914,,,,,0.40862,-0.44433,,-1.6298,,,,0.18854,,-0.46612,-1.8181,-0.61416
MEAF6,-0.16994,,,2.0298,,,,,0.62195,,,-1.0336,,,,,,-0.51768,,-0.95486
ITGA5,-1.1629,,,0.051547,,,,,0.065956,,,-0.13371,,,,,,0.38297,,0.16971
RNH1,1.72,,,-0.42458,,,,,-0.15234,,,0.070264,,,,,,0.14622,,-1.4724
FARSB,-0.83945,,,1.0729,,,,,1.8559,,,-3.2071,,,,,,-0.85964,,-2.9996
SNRPD3,,,,0.73761,,,,,0.18098,,,-2.5323,,,,,,-0.59269,,-6.3799
FEN1,0.82204,,,0.55125,0.27916,,-1.1541,0.62206,2.3525,,0.26845,-0.95999,-0.58965,-0.25294,-0.71485,,-1.3808,-2.1866,,-2.3733
PNPT1,-3.0778,,,0.61374,,,,,1.6843,,,-0.45814,,,,,,-0.87507,,-0.65054
DSN1,-0.36665,,,-0.89754,,,,,-0.44721,,,-1.7581,,,,,,0.38161,,-1.8604
MAP3K2,-1.6988,,,0.017156,,,,,0.40674,,,-0.55956,,,,,,0.73691,,-2.0387
AURKA,-0.16307,,,-0.042826,,,,,1.2559,,,-2.4055,,,,,,-0.23692,,-3.2085
PRELID1,0.97375,-2.0129,,0.67497,,,,,0.68055,-2.3649,,-1.2779,,,,-0.15024,,-0.69533,0.08874,-4.8231
RAB7A,0.358,0.6794,,0.28815,,,,,0.0059689,0.65651,,-0.81548,,,,-0.03413,,0.89003,-0.067094,-2.0086
SUPT6H,1.1303,,,0.3812,,,,,0.67129,,,-2.4685,,,,,,0.4382,,-2.1976
RAD23B,0.77931,,,0.10479,0.67452,,-0.54051,0.31063,0.46084,,-0.17777,-0.166,1.0283,-0.19843,-0.047368,,0.43137,-0.10888,,-0.29971
U2AF2,0.41854,,,-2.1251,,,,,-0.80169,,,-0.71482,,,,,,-0.49504,,-0.2674
RBM17,-0.54186,-1.4171,,-1.6517,,,,,0.86085,-1.9575,,-2.0098,,,,0.19708,,0.23366,-0.2302,-1.975
SNAPC2,-0.65038,-0.40555,,-0.25812,,,,,0.95693,-0.55132,,-1.5096,,,,-0.02219,,0.010044,0.024343,-2.2991
C19orf25,0.16733,,,0.15547,,,,,1.2223,,,-1.0776,,,,,,-1.2456,,-2.2075
MRPS30,-0.06604,,,3.2282,,,,,0.19348,,,0.038162,,,,,,0.1487,,-0.91737
NDUFAB1,-0.41816,,,1.0412,,,,,-1.5209,,,-1.7135,,,,,,-0.046164,,-2.6471
NCAPD2,0.97285,,,-0.015376,,,,,1.7653,,,-1.6813,,,,,,-0.61104,,-3.4905
UBA52,-4.1484,,,0.23562,,,,,1.492,,,-3.8563,,,,,,,,-8.637
MAK16,0.10077,-2.8436,,-0.26664,,,,,1.2245,-2.1318,,-1.8973,,,,-0.036554,,-1.3208,0.63036,-4.0517
ARHGEF7,0.19422,,,-0.23098,,,,,0.41841,,,-0.65011,,,,,,-0.025213,,-1.9348
PSMD1,0.74408,,,-0.13529,,,,,0.70008,,,-1.7872,,,,,,-1.0065,,-3.1561
TNPO3,1.749,,,-2.2715,,,,,-0.59082,,,-1.4153,,,,,,1.4853,,-5.3437
SEM1,-0.43249,,,-1.5322,-0.65231,,-0.77465,-0.59214,-0.239,,0.57358,-1.3792,-1.6852,-0.43234,-0.84815,,-1.3777,-0.068007,,-1.386
PPP1CA,-0.46869,,,-0.067984,,,,,0.43516,,,-0.4648,,,,,,0.52617,,-1.4691
ERCC3,-0.45672,,,-1.3029,0.27322,,-0.28958,0.064933,-0.56715,,0.040248,-2.2247,-0.47824,0.080036,-0.41128,,-0.52417,-0.063932,,-2.6716
